Unique Entry ID,Name,Catalog,Source,Source Notes,Seasonal Availability,Buy,Item Type
4ZWauJWaoKwmnoLf4,Sandy's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
6X7oQFBzeo7eduLSt,Savannah's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
SPvZRZRT9rvK6WxWD,Scoot's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
XiPaZJCqNPyayrvjD,Shari's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
H9QQe5uwwacHR2af8,Sheldon's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
X2eFhNeeTmrgiBAYm,Shep's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
MtpEJs8aWA7FjyMdR,Sherb's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
b59v7Q9atMaXQHQ2m,Shrunk's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",Not Applicable,1000,posters
KBpcAwebS8hqjKt55,Simon's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
Bndg4QmkodaMZK3Xy,Skye's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
WjYc2DZzXggCBJAhP,Sly's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
hspZqPbmbMm6sBz4u,Snake's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
fyBvdEE3vBQZchZEF,Snooty's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
hXSKWWGwXrqx8j2Ge,Soleil's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
39i5FbPrnb6Lmswnt,Sparro's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
Koz4P4HPBqaGQGoc6,Spike's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
uro5Da2XjsZbBkpu9,Spork's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
Fy44A4HLgaEE7FzZ5,Sprinkle's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
ZKuhJykkuAPgQMFQ5,Sprocket's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
Bnb2HgCH9uGMZ6AKE,Static's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
SRT6BKWnwc6anR6R2,Stella's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
LLGB3Bpi7ogwfkTTQ,Sterling's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
skv2ujAkXaTzzzibE,Stinky's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
zQfw76eKCFPrsTifN,Stitches's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
wXjvXJe2zahfKnCPo,Stu's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
sJWRfm2jKjDnRL34G,Sydney's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
4rGhkCXbsJjcGfDBi,Sylvana's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
vYpAatEfgag85wdWu,Sylvia's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
LkP5AroMHJ74fGFCc,T-Bone's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
CcGQqRYaXDYm5HNsT,Tabby's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
RQdREf3jMXN3N8K9S,Tad's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
SP6kTCmaurLMan4om,Tammi's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
nEhjF7QncKCaM9p4h,Tammy's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
6uuJaHwede2mokjHe,Tangy's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
MDBKhCriuHzaE5AgG,Tank's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
dMoK3ABwTdz23zXci,Tasha's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
ixTvEwsDwk6Ds3GEP,Teddy's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
Hboyp3aaRPYnz2oRS,Tex's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
fuMQLKHZknMec5QCE,Tia's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
jXww4iHeKwHfSdEFm,Tiffany's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
fAvLHWtjGMqQspwo9,Timbra's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
9HKZ7Yobdm8uzLi7P,Timmy's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
2NfZ7Lyaf3h6KQm9m,Tipper's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
LoA9QSgWvDs9swufc,Tom Nook's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
486Hm28f8Lhf7hKrR,Tom's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
PsfADt3JFH9hgjwH2,Tommy's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
grE9hynn8SMezzhzp,Tortimer's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",Not Applicable,1000,posters
aLBvsBuFd4keRH5hy,Truffles's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
jawmneAPTuqjCAa4c,Tucker's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
LgubGXNTTf3BP3aLN,Tutu's poster,For sale,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",Not Applicable,1000,posters
