Unique Entry ID,Name,Catalog,Source,Source Notes,Seasonal Availability,Buy,Genuine,Item Type,Rarity
TMeDiovzy92KvCgNT,house slippers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
BdzMBFw9xgcZPh2cQ,house slippers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
TBB5qAmPTjZHgLRgo,house slippers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
6tfgHMCwmTrRZwiQQ,house slippers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
3ACsSJTCB2bWPwZqm,house slippers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
Hr7KzEdakoD9LEXNL,house slippers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
B7W2EXnB3QmMEgjbM,house slippers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
kFDPkeYy4wcHmPdbQ,jester's shoes,For sale,Kicks,,All Year,1900,Not Applicable,shoes,Scarce
niQbfxs5g6937bDmP,jester's shoes,For sale,Kicks,,All Year,1900,Not Applicable,shoes,Scarce
uBt8KnMps2wigFd7x,jester's shoes,For sale,Kicks,,All Year,1900,Not Applicable,shoes,Scarce
4i7swMp5oRyQE9rTH,jester's shoes,For sale,Kicks,,All Year,1900,Not Applicable,shoes,Scarce
DiPuWBTmBh88DRn5r,kiddie sneakers,For sale,Kicks,,All Year,700,Not Applicable,shoes,Scarce
kAr6gcCKT8HoCuSRE,kiddie sneakers,For sale,Kicks,,All Year,700,Not Applicable,shoes,Scarce
JsrscqqMSNsh3igS7,kiddie sneakers,For sale,Kicks,,All Year,700,Not Applicable,shoes,Scarce
YtsQtuSuRpNJ9K8nJ,kiddie sneakers,For sale,Kicks,,All Year,700,Not Applicable,shoes,Scarce
oxQ6Zq7k9LLPhxMyj,kiddie sneakers,For sale,Kicks,,All Year,700,Not Applicable,shoes,Scarce
xvrKLHrw4cuouBZ4P,kiddie sneakers,For sale,Kicks,,All Year,700,Not Applicable,shoes,Scarce
GLnAezFtAC88MkqHv,kimono sandals,For sale,Kicks,,All Year,1600,Not Applicable,shoes,Scarce
9BqtfBqkG7e2XvC5E,kimono sandals,For sale,Kicks,,All Year,1600,Not Applicable,shoes,Scarce
euyfneg4wKNBxaRAb,kimono sandals,For sale,Kicks,,All Year,1600,Not Applicable,shoes,Scarce
GsGxnse3sG9cSK5Qp,kimono sandals,For sale,Kicks,,All Year,1600,Not Applicable,shoes,Scarce
EgT778SJG3yj69j9X,kimono sandals,For sale,Kicks,,All Year,1600,Not Applicable,shoes,Scarce
jxJh2qEEPq43eW8rE,kimono sandals,For sale,Kicks,,All Year,1600,Not Applicable,shoes,Scarce
SvCuc7AwtmzkHtGBu,kimono sandals,For sale,Kicks,,All Year,1600,Not Applicable,shoes,Scarce
rzpWkSsb7z9Er4TRC,kimono sandals,For sale,Kicks,,All Year,1600,Not Applicable,shoes,Scarce
uNAzFWaTbC7Qsp2cD,kung-fu shoes,For sale,Kicks,,All Year,1260,Not Applicable,shoes,Scarce
sEJGhBBxTL7qWJE4M,Labelle pumps,For sale,Labelle,,All Year,3500,Not Applicable,shoes,Scarce
WHsTLAXaLK3xxLsGE,Labelle pumps,For sale,Labelle,,All Year,3500,Not Applicable,shoes,Scarce
a3C3YgvQsLy9jrCNu,Labelle pumps,For sale,Labelle,,All Year,3500,Not Applicable,shoes,Scarce
mSbTfdnHdwzyjQ3E8,Labelle pumps,For sale,Labelle,,All Year,3500,Not Applicable,shoes,Scarce
tyTvXLX3dX8qtecHz,Labelle pumps,For sale,Labelle,,All Year,3500,Not Applicable,shoes,Scarce
dtKmyfWf7S2nyer8g,Labelle pumps,For sale,Labelle,,All Year,3500,Not Applicable,shoes,Scarce
YRtQpMnJxg9nNHL5A,Labelle sneakers,For sale,Labelle,,All Year,3300,Not Applicable,shoes,Scarce
5hkTnYdABuHSECmDm,Labelle sneakers,For sale,Labelle,,All Year,3300,Not Applicable,shoes,Scarce
Ed6wWhidegCLG2DAM,Labelle sneakers,For sale,Labelle,,All Year,3300,Not Applicable,shoes,Scarce
unwHxhSKXYSngG4Qj,Labelle sneakers,For sale,Labelle,,All Year,3300,Not Applicable,shoes,Scarce
GvsavAFMFoXuPMDbR,Labelle sneakers,For sale,Labelle,,All Year,3300,Not Applicable,shoes,Scarce
sb4a63H75Cd2SbNFA,Labelle sneakers,For sale,Labelle,,All Year,3300,Not Applicable,shoes,Scarce
sNmoLH8tnpNCC5X4z,lace-up boots,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1920,Not Applicable,shoes,Common
vMF7xDM6WkNnoSn5g,lace-up boots,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1920,Not Applicable,shoes,Common
7ztxnCQz2E5TFXv57,lace-up boots,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1920,Not Applicable,shoes,Common
fP7ujb2fhYNT3RWZ7,lace-up boots,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1920,Not Applicable,shoes,Common
LE3RpADLBDaJ7hHNP,leaf-egg shoes,Not for sale,Crafting,,All Year,NFS,Not Applicable,shoes,Common
Ey7Y3uBu6WKm8y8ct,leopard pumps,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1560,Not Applicable,shoes,Common
4dWXRYLHywa22CiDJ,leopard pumps,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1560,Not Applicable,shoes,Common
AnEBDgrZ4523Ndji9,leopard pumps,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1560,Not Applicable,shoes,Common
TcbC2LDWxS5iHeSqm,leopard pumps,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1560,Not Applicable,shoes,Common
2nK5kvg7qiEdpxFCN,leopard pumps,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1560,Not Applicable,shoes,Common
F9dwiM2YcJy8C8kBZ,leopard pumps,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1560,Not Applicable,shoes,Common
XyqDFz4BRSEzksRqq,loafers,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1300,Not Applicable,shoes,Common
nKNWYa5dKmARM7SvT,loafers,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1300,Not Applicable,shoes,Common
pKntHcedJhPRZKHmf,loafers,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1300,Not Applicable,shoes,Common
fPPRtqopYqbAny4As,loafers,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1300,Not Applicable,shoes,Common
KZbcJ6Y2azsNN5CQp,loafers,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1300,Not Applicable,shoes,Common
yQbPEnufsfMi3W3bX,loafers,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1300,Not Applicable,shoes,Common
PukSQjXvyYzFeZqcD,loafers,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1300,Not Applicable,shoes,Common
tKv2qT7NoEHtYiP4n,mage's booties,For sale,Kicks,,All Year,1550,Not Applicable,shoes,Scarce
mbi2SGaxxTc9DCKqb,mage's booties,For sale,Kicks,,All Year,1550,Not Applicable,shoes,Scarce
ncnoEonPFECoYQJdP,mage's booties,For sale,Kicks,,All Year,1550,Not Applicable,shoes,Scarce
XczPtA2SGxvdSmuwH,mage's booties,For sale,Kicks,,All Year,1550,Not Applicable,shoes,Scarce
tcPAf8PdxWMPJ56TC,mary janes,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1800,Not Applicable,shoes,Common
fhovDJCbyJ4ECSeEr,mary janes,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1800,Not Applicable,shoes,Common
fs9C7jNtLwxKADExm,mary janes,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1800,Not Applicable,shoes,Common
3vTqRmCZpmeQWANB9,mary janes,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1800,Not Applicable,shoes,Common
STYMB3qiDR7pocoAt,mary janes,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1800,Not Applicable,shoes,Common
P2y3oTkbFmXHwSSDx,mary janes,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1800,Not Applicable,shoes,Common
XgJAZ7yWs43DKkfjm,mary janes,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1800,Not Applicable,shoes,Common
HyyFEEoddMkfGhZKN,mary janes,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1800,Not Applicable,shoes,Common
6a8aJ5Ca4uJXRn5cF,moccasin boots,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1120,Not Applicable,shoes,Scarce
6ufhuatgmDBKgNCZL,moccasin boots,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1120,Not Applicable,shoes,Scarce
L4cyTp779xTQr4dem,moccasin boots,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1120,Not Applicable,shoes,Scarce
EizwkphgKRHNZjqdS,moccasin boots,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1120,Not Applicable,shoes,Scarce
8oSWwD9gw84jXsvEm,moccasin boots,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1120,Not Applicable,shoes,Scarce
AzNm6SnygdC6nD69M,moccasin boots,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1120,Not Applicable,shoes,Scarce
S75a7Lg4LsrZWdE7u,moccasin boots,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1120,Not Applicable,shoes,Scarce
SpvHngyJ9AuiKwYzm,moccasins,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1080,Not Applicable,shoes,Common
tHHXagqyKFSz4f8w8,moccasins,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1080,Not Applicable,shoes,Common
DjFwDzv5JsXzbBh7n,moccasins,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1080,Not Applicable,shoes,Common
EEsaJmPjGLnXNxFKm,moccasins,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1080,Not Applicable,shoes,Common
pBBdogRTWvdxBems7,moccasins,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1080,Not Applicable,shoes,Common
4unvwzJxsS3XjpfuB,moccasins,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1080,Not Applicable,shoes,Common
qzZAMBDZCAjRFFD8v,moccasins,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1080,Not Applicable,shoes,Common
Aba2jKEYFb3ZSzoWv,Nook Inc. slippers,Not for sale,Nook Miles Shop,,All Year,NFS,Not Applicable,shoes,unknown
BnWQmdRpMLoHthF3j,outdoor sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,630,Not Applicable,shoes,Scarce
mfmnkmNpSzWgKcRsT,outdoor sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,630,Not Applicable,shoes,Scarce
QaPK5tMTrBohRYkzh,outdoor sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,630,Not Applicable,shoes,Scarce
6xpDCB24AbaE99KCF,outdoor sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,630,Not Applicable,shoes,Scarce
CvPPDbRnzFKKBSFSC,outdoor sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,630,Not Applicable,shoes,Scarce
4PqGRqeQ7CzcnXt2P,outdoor sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,630,Not Applicable,shoes,Scarce
iZnEdXRHGkB8upzKY,outdoor sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,630,Not Applicable,shoes,Scarce
TxWPbv6SR2kkQ5qW6,outdoor sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,630,Not Applicable,shoes,Scarce
zPA3tiBnSWjb49scP,paw slippers,For sale,Kicks,,All Year,1260,Not Applicable,shoes,Scarce
QuqDNpdRXWXzHKY9h,paw slippers,For sale,Kicks,,All Year,1260,Not Applicable,shoes,Scarce
yrXceyd3fyhzg4PDD,paw slippers,For sale,Kicks,,All Year,1260,Not Applicable,shoes,Scarce
moK7LvPta9MKL6WKP,paw slippers,For sale,Kicks,,All Year,1260,Not Applicable,shoes,Scarce
7uDbKzSsn9M4YjKD8,paw slippers,For sale,Kicks,,All Year,1260,Not Applicable,shoes,Scarce
QSxtJ4L7qnMs3AmhT,pleather ankle booties,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1280,Not Applicable,shoes,Common
ckPxzgw73nbjWg6Bq,pleather ankle booties,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1280,Not Applicable,shoes,Common
zvnxRiA7p4LpjtsD9,pleather ankle booties,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1280,Not Applicable,shoes,Common
ubApDpnHA6xBoteSP,pleather ankle booties,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1280,Not Applicable,shoes,Common
MvyqYcx2cPGoDnG2F,pleather sneakers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,700,Not Applicable,shoes,Common
meSAwpgrLaXYTZ6PM,pleather sneakers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,700,Not Applicable,shoes,Common
6MRPf3xicDyzPnwTT,pleather sneakers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,700,Not Applicable,shoes,Common
wZN8iiWBhegci4vH8,pleather sneakers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,700,Not Applicable,shoes,Common
TJn6f2GivkPh3wNCW,pleather sneakers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,700,Not Applicable,shoes,Common
XkKrKvtQ7WtaoPAFR,pleather sneakers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,700,Not Applicable,shoes,Common
YyTT7rtusTv5i2kf7,pleather sneakers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,700,Not Applicable,shoes,Common
hnwirvwCRgHHG9oSM,pleather sneakers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,700,Not Applicable,shoes,Common
ikoDt2wBKC4tMdMTd,pom-pom boots,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1600,Not Applicable,shoes,Scarce
jwWqyc6DdM7qBStcR,pom-pom boots,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1600,Not Applicable,shoes,Scarce
rSXv7GNTw2kzXvDMh,pom-pom boots,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1600,Not Applicable,shoes,Scarce
gNQ8dYScE5ZRJ4F6z,pom-pom boots,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1600,Not Applicable,shoes,Scarce
6SYe4Ap54nWGsCEFY,pom-pom boots,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1600,Not Applicable,shoes,Scarce
ZbvBuyaGsoBguhSP7,pom-pom boots,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1600,Not Applicable,shoes,Scarce
PyrYHQEgWYw5A5xxe,pom-pom boots,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1600,Not Applicable,shoes,Scarce
EdeJCph8C4rwyyeDF,power boots,For sale,Kicks,,All Year,3150,Not Applicable,shoes,Scarce
7Ps3tA9FuZdMPHFhN,power boots,For sale,Kicks,,All Year,3150,Not Applicable,shoes,Scarce
hMfdaCgqqdYB5SxcT,power boots,For sale,Kicks,,All Year,3150,Not Applicable,shoes,Scarce
7hsm7pbTKWbeaqHQc,power boots,For sale,Kicks,,All Year,3150,Not Applicable,shoes,Scarce
QWCYpFbf4JEobjwav,rain boots,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
R3vuRBSPQ8kMsx4cn,rain boots,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
bC58G7zF8S62ueYyS,rain boots,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
yb8Xzzv8eeCS4TJq7,rain boots,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
FHjX8EryuvqR8Lriq,rain boots,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
TBaCCXwZQrPpXfyRc,rain boots,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
GThEGgGR9schjrSLL,rain boots,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
dBLH9boiqRY25CAkE,rain boots,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,490,Not Applicable,shoes,Common
pymFdvNQcZoDF2EQg,recycled boots,Not for sale,Crafting,,All Year,NFS,Not Applicable,shoes,Common
BJToZwde8mPrayZHC,restroom slippers,For sale,Kicks,,All Year,350,Not Applicable,shoes,Scarce
YgbKhnaDc53vupcpX,restroom slippers,For sale,Kicks,,All Year,350,Not Applicable,shoes,Scarce
XF7u6KhqeRd99bJ7q,restroom slippers,For sale,Kicks,,All Year,350,Not Applicable,shoes,Scarce
ofPJY5TFLBryNjWwW,restroom slippers,For sale,Kicks,,All Year,350,Not Applicable,shoes,Scarce
eLhP3LBZSerB3Rz2E,restroom slippers,For sale,Kicks,,All Year,350,Not Applicable,shoes,Scarce
KeqaR8Ze6LyYW9RqA,ribbon sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1300,Not Applicable,shoes,Scarce
Wq5syMKeGKA2qbD2s,ribbon sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1300,Not Applicable,shoes,Scarce
QkAtu7Q6CJon4XNoa,ribbon sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1300,Not Applicable,shoes,Scarce
Fk8yQ59e8fJdYiprE,ribbon sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1300,Not Applicable,shoes,Scarce
RjfiqFkqYxszRspu3,ribbon sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1300,Not Applicable,shoes,Scarce
NJEv8nHDPBobY8uF4,ribbon sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1300,Not Applicable,shoes,Scarce
cb2sKjFjwFDFgsgSb,ribbon sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1300,Not Applicable,shoes,Scarce
7yuxPjGQx5kfkhtnd,ribbon sandals,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,1300,Not Applicable,shoes,Scarce
r495YqHHQjC5tS9tc,rubber-toe high tops,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1260,Not Applicable,shoes,Common
tfMMQyk3kTFo8Grj3,rubber-toe high tops,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1260,Not Applicable,shoes,Common
kxNYJ6ecrni3FYsQC,rubber-toe high tops,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1260,Not Applicable,shoes,Common
vdcE6F47jbNvpFHSS,rubber-toe high tops,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1260,Not Applicable,shoes,Common
qKtTEY7u2itPu6kPf,rubber-toe high tops,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1260,Not Applicable,shoes,Common
HBFY9CWNhtx57khyM,rubber-toe high tops,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1260,Not Applicable,shoes,Common
atTwSXfw9x52DbZRj,rubber-toe high tops,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1260,Not Applicable,shoes,Common
LhiGsXbeLR3BfwEnT,rubber-toe high tops,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1260,Not Applicable,shoes,Common
eq7PSgXfLfTbmKGKY,rubber-toe sneakers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1080,Not Applicable,shoes,Common
JCn5sFjYokpJtNyqZ,rubber-toe sneakers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1080,Not Applicable,shoes,Common
zd3N7wBnQEYNczJiS,rubber-toe sneakers,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1080,Not Applicable,shoes,Common
