Unique Entry ID,Name,Catalog,Source,Source Notes,Seasonal Availability,Buy,Genuine,Item Type
5wGwiPDDCpRRrpfT5,starry tank,For sale,Nook Shopping Catalog,,Summer,800,Not Applicable,tops
vgEfkXFPyifgAyATG,striped shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,960,Not Applicable,tops
eF7ZEj3sPJrS9G7Mi,striped shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,960,Not Applicable,tops
84izFAi6bBPv5edff,striped shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,960,Not Applicable,tops
KGoWJydJMvXqKCKpn,striped shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,960,Not Applicable,tops
woLTfo2crrKthysut,striped shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,960,Not Applicable,tops
kT4cMKGyCD67dDRWX,striped shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,960,Not Applicable,tops
QHG2qJs7fLjDy9JaQ,striped tank,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,800,Not Applicable,tops
BtqSk8FndWfKhDeTt,striped tank,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,800,Not Applicable,tops
ezj5cvFpzS2oEQJ4i,striped tank,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,800,Not Applicable,tops
oYeG4KAgMdAShGLCX,striped tank,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,800,Not Applicable,tops
ks3TkrFKGAp6x4Wsu,striped tank,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,800,Not Applicable,tops
BgxtqaBgskSCEd8b5,striped tank,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,800,Not Applicable,tops
acskJKstuFgAbw7eb,striped tank,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,800,Not Applicable,tops
nsMGZ36p5fequXN22,striped tank,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,800,Not Applicable,tops
oyJSjbWx56XeeKLqf,striped tee,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,800,Not Applicable,tops
xM5tGTp4gX2iXunZQ,striped tee,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,800,Not Applicable,tops
TPTRAgK5JAZJkgZ9W,striped tee,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,800,Not Applicable,tops
fQHaw5kjx4eQSsciL,striped tee,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,800,Not Applicable,tops
GTZxS8MPPsdWHkbq6,striped tee,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,800,Not Applicable,tops
NxcRkH2K4AvA9bjiC,striped tee,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,800,Not Applicable,tops
vkeKiMktDyh5p83vv,sushi chef's outfit,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1800,Not Applicable,tops
gpgzNGtfQ9456Yezq,sushi chef's outfit,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1800,Not Applicable,tops
wB2XQvnvbYXfiWTh3,sweater on shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,960,Not Applicable,tops
oqq2HCEMpjf6pENRm,sweater on shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,960,Not Applicable,tops
gNQ5tYcaaRzb5bihx,sweater on shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,960,Not Applicable,tops
EYYfj7mgf6DdnweuF,sweater on shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,960,Not Applicable,tops
Gr3ZpaDPjpb4gqmMq,sweater on shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,960,Not Applicable,tops
53gMbNfZdTPGyLz5Y,sweater-vest,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1400,Not Applicable,tops
aGwN69g2YJcPXLjup,sweater-vest,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1400,Not Applicable,tops
uF7qkDwe4gyBwbvMg,sweater-vest,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1400,Not Applicable,tops
Ae7ZoYRhXDRTrcpEd,sweater-vest,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1400,Not Applicable,tops
q2Fde7HQetuevce2p,sweatshirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,700,Not Applicable,tops
ivwHMNfNcwzejLymJ,sweatshirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,700,Not Applicable,tops
pTn9SnuQSMBbBWSMc,sweatshirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,700,Not Applicable,tops
cTCY4eZf6ie75hanr,sweatshirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,700,Not Applicable,tops
RYtfMGbrEPPX6wHhp,sweatshirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,700,Not Applicable,tops
hve5xBawbuGjRXF2R,sweatshirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,700,Not Applicable,tops
gwnNYkzXpXQS7iRb9,sweetheart tank and shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1200,Not Applicable,tops
rRoxaLN2cg4PzNqrn,sweetheart tank and shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1200,Not Applicable,tops
5cH3DQ8pqiyya7wFu,sweetheart tank and shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1200,Not Applicable,tops
GZSDRuMgmwaLjKDdf,sweetheart tank and shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1200,Not Applicable,tops
mYT5zFDFWRaghdePf,sweetheart tank and shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1200,Not Applicable,tops
BcAFCR5xgoJ2gfCnu,tailcoat,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2500,Not Applicable,tops
At575nEKr4yoexzfJ,tailcoat,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2500,Not Applicable,tops
6JowjzkiZriByKcbA,tailored jacket,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1400,Not Applicable,tops
qQTHCADcSmYhBpYrd,tailored jacket,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1400,Not Applicable,tops
xsqaCmyS92Kp96bfB,tailored jacket,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1400,Not Applicable,tops
hfhFgRPj7cJZRdKkX,tailored jacket,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1400,Not Applicable,tops
F9fAnH5brQ5YCq6xc,tailored jacket,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1400,Not Applicable,tops
usnhrMGXKgBrjCSRx,tank,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,350,Not Applicable,tops
BYLgAEnGWsf7yFYH2,tank,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,350,Not Applicable,tops
R5zDnWRs2AhhfBdoJ,tank,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,350,Not Applicable,tops
E6L6EfiJZiJNgcNQH,tank,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,350,Not Applicable,tops
ST7z58LiuJx4gzaNg,tank,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,350,Not Applicable,tops
tS5NLyyFXadqZu9ZB,tee-parka combo,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1400,Not Applicable,tops
wyxhdGBe5wmdyotJD,tee-parka combo,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1400,Not Applicable,tops
rFocrft4TasWGzWCP,tee-parka combo,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1400,Not Applicable,tops
C3om2GyytLZ5mDLf5,tee-parka combo,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1400,Not Applicable,tops
bjfw7htj3YQydswyS,tee-parka combo,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1400,Not Applicable,tops
sAzQag25YoPGutGtH,tennis sweater,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1440,Not Applicable,tops
v33wuT8gpCRoosQ3p,tennis sweater,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1440,Not Applicable,tops
GbQtGZdDRt8GdmRLu,tennis sweater,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1440,Not Applicable,tops
HDfynaBjHNKzHb9dC,tennis sweater,For sale,Able Sisters,Available from Able Sisters shop only,All Year,1440,Not Applicable,tops
quaZXmtHGzaXRhaYj,terry-cloth nightgown,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,1440,Not Applicable,tops
4RaNSPz3N7ZE9Nfy2,terry-cloth nightgown,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,1440,Not Applicable,tops
Z6HrGM4BWYgoXakBi,terry-cloth nightgown,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,1440,Not Applicable,tops
nn9uKBRnJ2vvwifar,terry-cloth nightgown,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,1440,Not Applicable,tops
LmWMwpm2fQJCr2WMf,terry-cloth nightgown,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,1440,Not Applicable,tops
ZPxKjuDhg8rcJBCke,terry-cloth nightgown,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,1440,Not Applicable,tops
hdDLahyD64JxB56Fk,terry-cloth nightgown,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,1440,Not Applicable,tops
TscyyY6gA7TWJTLoa,terry-cloth nightgown,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,1440,Not Applicable,tops
P8BYsmi6va7PJ5pnF,text shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,800,Not Applicable,tops
cG9wocvdh7ZCHQXpP,text shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,800,Not Applicable,tops
gYMYwoyFrZPM9Eo64,text shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,800,Not Applicable,tops
hjWjh6fddnQxNw7Dv,thick-stripes shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1120,Not Applicable,tops
9ij62FBzPRsxWKauZ,thick-stripes shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1120,Not Applicable,tops
C9ZYRGGpYjrnnQBs2,thick-stripes shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1120,Not Applicable,tops
ENzF5vBvPL9YWi3p8,thick-stripes shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1120,Not Applicable,tops
TGWjXxBaQ5azko2SX,thick-stripes shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1120,Not Applicable,tops
hhAg3nkrFLeTjjnYR,thick-stripes shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1120,Not Applicable,tops
2TdPLhyZrguzzxe4o,thick-stripes shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1120,Not Applicable,tops
4SE2998q8YP5X24dY,thick-stripes shirt,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1120,Not Applicable,tops
mzicEzdYT9bQvNSc5,thief's costume,For sale,Able Sisters,Available from Able Sisters shop only,All Year,2600,Not Applicable,tops
Yh6QRfZZCZiYAggLw,thread-worn sweater,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,980,Not Applicable,tops
5WikqoBPEKiw2wvJu,thread-worn sweater,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,980,Not Applicable,tops
6djwvSaBqAj3kz8Ep,thread-worn sweater,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,980,Not Applicable,tops
9dKYw5fCXsrbgShFv,thread-worn sweater,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,980,Not Applicable,tops
i5drcDjwqEoZFsPEf,three-ball tee,For sale,Nook Shopping Catalog,,All Year,560,Not Applicable,tops
5wFAi9omky75z2P8u,tie-dye shirt,For sale,Nook Shopping Catalog,,All Year,800,Not Applicable,tops
PQQm9SwKwsr7tiHMW,tiger jacket,For sale,Able Sisters,Available from Able Sisters shop only,Winter,1750,Not Applicable,tops
fDaQHhDLPxLuq9fa5,tight-knit sweater,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,800,Not Applicable,tops
ngfwkdoA547PTwrd8,tight-knit sweater,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,800,Not Applicable,tops
WsHkMACXfY6fvMa4Q,tight-knit sweater,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,800,Not Applicable,tops
sifMA4GrfEWGk2LA4,top coat,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2000,Not Applicable,tops
AXtPAdDqRhdqL4vYF,top coat,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2000,Not Applicable,tops
a9Ke52BSuZszZDThr,top coat,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2000,Not Applicable,tops
xq9bhY6vEchJFcXtk,top coat,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,2000,Not Applicable,tops
HvRR4Xs5Efb7JbAgW,track jacket,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,910,Not Applicable,tops
YtMXqNWCCvk7gHStq,track jacket,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,910,Not Applicable,tops
58ZJAWeYPzZuqDjbZ,track jacket,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,910,Not Applicable,tops
WXSBbupxdP8ekxi2P,track jacket,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,910,Not Applicable,tops
TjJbf6y6sLdQ8bjiB,track jacket,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,910,Not Applicable,tops
EjigD3TBsGQGmn2Hp,track jacket,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,910,Not Applicable,tops
vbevhTaPsv7acsxm7,track jacket,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,910,Not Applicable,tops
zXMsYoKm2DyJPZgoY,traditional straw coat,Not for sale,Crafting,,All Year,NFS,Not Applicable,tops
THhQgeXeutm26jHxt,tree sweater,For sale,Nook Shopping Catalog,,Winter,880,Not Applicable,tops
LZzoavieA5mTpq8pZ,trench coat,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1680,Not Applicable,tops
ruR4hBKpNmJkuZtuY,trench coat,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1680,Not Applicable,tops
YRtqpkC7Ro86zqBwQ,trench coat,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1680,Not Applicable,tops
Wx8pQEWX9PxhvdJHd,trench coat,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1680,Not Applicable,tops
2DurL44iMsMqwGKSm,trench coat,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1680,Not Applicable,tops
9pzPEtvp6Dm3TC9m2,tube top,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,640,Not Applicable,tops
GrynFZaxgEnhkqKA5,tube top,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,640,Not Applicable,tops
wv8ZbcjJyzjDHEvBL,tube top,For sale,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,640,Not Applicable,tops
